temps d'acces moyen : 67.291260 nanosecondes
debit : 0.951089 o/ns
debit : 907.029480 Mo/s
temps d'acces moyen : 46.520996 nanosecondes
debit : 1.375723 o/ns
debit : 1311.991577 Mo/s
temps d'acces moyen : 54.736328 nanosecondes
debit : 1.169242 o/ns
debit : 1115.075806 Mo/s
temps d'acces moyen : 44.128418 nanosecondes
debit : 1.450313 o/ns
debit : 1383.125854 Mo/s
temps d'acces moyen : 41.955566 nanosecondes
debit : 1.525423 o/ns
debit : 1454.756958 Mo/s
temps d'acces moyen : 42.932129 nanosecondes
debit : 1.490725 o/ns
debit : 1421.666138 Mo/s
temps d'acces moyen : 42.486572 nanosecondes
debit : 1.506358 o/ns
debit : 1436.575195 Mo/s
temps d'acces moyen : 44.726562 nanosecondes
debit : 1.430917 o/ns
debit : 1364.628784 Mo/s
temps d'acces moyen : 41.955566 nanosecondes
debit : 1.525423 o/ns
debit : 1454.756958 Mo/s
temps d'acces moyen : 42.449951 nanosecondes
debit : 1.507658 o/ns
debit : 1437.814453 Mo/s
